"FORMULARIO","CODIGO_ACCIDENTE","FECHA_OCURRENCIA_ACC","HORA_OCURRENCIA_ACC","ANO_OCURRENCIA_ACC","MES_OCURRENCIA_ACC","DIA_OCURRENCIA_ACC","DIRECCION","GRAVEDAD","CLASE_ACC","LOCALIDAD","MUNICIPIO","FECHA_HORA_ACC","LATITUD","LONGITUD"
"A001298771","10539059","2021/04/30","11:55:00","2021","ABRIL","VIERNES","KR 16-CL 16 S","SOLO DANOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2021/04/30 11:55:00+00","4.58473194","-74.09879017"
"A001132054","10510752","2020/02/12","5:31:00","2020","FEBRERO","MIERCOLES","CL 26-KR 103","CON MUERTOS","ATROPELLO","FONTIBON","BOGOTA DC","2020/02/12 05:31:00+00","4.69030638","-74.13215969"
"A001131141","10508692","2020/01/19","14:20:00","2020","ENERO","DOMINGO","KR 11-CL 67A S","CON HERIDOS","ATROPELLO","USME","BOGOTA DC","2020/01/19 14:19:59+00","4.53073872","-74.11762859"
"A001451949","10572504","2022/05/31","23:40:00","2022","MAYO","MARTES","TV 77 I -CL 68  S","CON HERIDOS","CHOQUE","BOSA","BOGOTA DC","2022/05/31 23:40:00+00","4.598","-74.189"
"A001033177","10493342","2019/08/09","1:03:00","2019","AGOSTO","VIERNES","CL 163-KR 2","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/08/09 01:02:59+00","4.74328979","-74.04528963"
"A001133002","10510570","2020/02/08","18:00:00","2020","FEBRERO","SABADO","CL 134-KR 49","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2020/02/08 18:00:00+00","4.71911145","-74.05546426"
"A000646260","4489008","2017/07/28","11:40:00","2017","JULIO","VIERNES","CL 13-KR 28","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2017/07/28 11:39:59+00","4.61276889","-74.0902684"
"A000278781","4431308","2015/12/04","13:10:00","2015","DICIEMBRE","VIERNES","CL 2B-KR 32C","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/12/04 13:09:59+00","4.60567537","-74.10507983"
"A000281318","4434308","2016/01/15","6:40:00","2016","ENERO","VIERNES","AK 30-CL 41","CON HERIDOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2016/01/15 06:40:00+00","4.63250705","-74.07993458"
"A000904618","10468912","2018/12/02","4:30:00","2018","DICIEMBRE","DOMINGO","KR 107-CL 76","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/12/02 04:30:00+00","4.71186964","-74.11954798"
"A001518052","10584825","2022/12/04","21:40:00","2022","DICIEMBRE","DOMINGO","KR 125-CL 135","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2022/12/04 21:40:00+00","4.74203013","-74.10767204"
"A001028918","10489812","2019/07/05","11:30:00","2019","JULIO","VIERNES","KR 33-CL 25","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2019/07/05 11:29:59+00","4.6282419","-74.08593336"
"A001341984","10549170","2021/09/07","17:50:00","2021","SEPTIEMBRE","MARTES","AV AVENIDA CARACAS-CL 63 ","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2021/09/07 17:50:00+00","4.64978001","-74.06442411"
"A000640403","4485137","2017/06/18","14:00:00","2017","JUNIO","DOMINGO","KR 12C-CL 52 S","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2017/06/18 14:00:00+00","4.56175808","-74.12544236"
"A000277441","4430143","2015/11/23","11:00:00","2015","NOVIEMBRE","LUNES","KR 7-CL 183","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2015/11/23 11:00:00+00","4.76179118","-74.02685667"
"A001131618","10508868","2020/01/22","8:09:00","2020","ENERO","MIERCOLES","CL 24A-KR 69D","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/01/22 08:09:00+00","4.65853663","-74.1123804"
"A000347200","4443646","2016/04/29","19:00:00","2016","ABRIL","VIERNES","CL 23B-KR 113","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2016/04/29 18:59:59+00","4.68920073","-74.14650908"
"A4350","4408063","2015/03/20","11:10:00","2015","MARZO","VIERNES","KR 106-CL 14A","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2015/03/20 11:10:00+00","4.67049898","-74.15639433"
"A000345508","4444364","2016/05/06","9:00:00","2016","MAYO","VIERNES","CL 42F-KR 87I S","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2016/05/06 09:00:00+00","4.63427486","-74.1717284"
"A000408307","4453996","2016/08/11","21:00:00","2016","AGOSTO","JUEVES","KR 26A-CL 2 S","CON HERIDOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2016/08/11 21:00:00+00","4.59450771","-74.10146939"
"A000868374","10464212","2018/10/19","15:10:00","2018","OCTUBRE","VIERNES","AC 19-KR 15","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2018/10/19 15:10:00+00","4.60926517","-74.07719872"
"A001299850","10539789","2021/05/13","17:30:00","2021","MAYO","JUEVES","AV AVENIDA BOYACA-CL 80 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/05/13 17:29:59+00","4.69548227","-74.08910406"
"A001510686","10577400","2022/07/28","12:35:00","2022","JULIO","JUEVES","KR 7 -CL 180 ","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2022/07/28 12:35:00+00","4.756","-74.025"
"A001133234","10510560","2020/01/09","3:30:00","2020","ENERO","JUEVES","DG 69-KR 18 S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2020/01/09 03:30:00+00","4.54973634","-74.14368967"
"A18229","4464162","2016/11/15","9:30:00","2016","NOVIEMBRE","MARTES","DG 62HBIS-TR 73J S","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2016/11/15 09:30:00+00","4.58792656","-74.17246645"
"A001031850","10492060","2019/07/28","11:25:00","2019","JULIO","DOMINGO","CL 67B-KR 5","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2019/07/28 11:25:00+00","4.66883832","-74.08175659"
"A000866566","10456979","2018/08/11","7:00:00","2018","AGOSTO","SABADO","CL 25G-KR 8","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2018/08/11 06:59:59+00","4.67289993","-74.11884894"
"A001181044","10519259","2020/08/28","15:15:00","2020","AGOSTO","VIERNES","CL 58A-KR 12D S","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2020/08/28 15:14:59+00","4.56036783","-74.12991101"
"A000757028","4506163","2018/01/23","5:45:00","2018","ENERO","MARTES","AV AVENIDA CARACAS-CL 8 S","CON HERIDOS","ATROPELLO","ANTONIO NARINO","BOGOTA DC","2018/01/23 05:45:00+00","4.58736313","-74.09292459"
"A000972618","10485337","2019/05/21","7:30:00","2019","MAYO","MARTES","KR 45-CL 18","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/05/21 07:30:00+00","4.76342029","-74.04408522"
"A000550742","4468029","2016/12/18","13:35:00","2016","DICIEMBRE","DOMINGO","AV AVENIDA CARACAS-KR 12D","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2016/12/18 13:34:59+00","4.56269527","-74.12505191"
"A000821985","10455628","2018/07/29","8:10:00","2018","JULIO","DOMINGO","AV AVENIDA BOYACA-CL 152","CON HERIDOS","ATROPELLO","SUBA","BOGOTA DC","2018/07/29 08:10:00+00","4.73915804","-74.06562814"
"A001129202","10506760","2019/12/21","7:45:00","2019","DICIEMBRE","SABADO","KR 111A-CL 22D","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2019/12/21 07:44:59+00","4.68384602","-74.14768015"
"A001345972","10553270","2021/10/23","5:50:00","2021","OCTUBRE","SABADO","KR 38 A -DG 68 G BIS S","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2021/10/23 05:50:00+00","4.56972733","-74.15405256"
"A001341210","10548691","2021/09/03","3:43:00","2021","SEPTIEMBRE","VIERNES","CL 58  S- KR 67 ","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2021/09/03 03:43:00+00","4.59120755","-74.15770051"
"A000339305","4435179","2016/01/27","6:00:00","2016","ENERO","MIERCOLES","CL 128-KR 7BBIS","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/01/27 06:00:00+00","4.70721136","-74.02887443"
"A000278130","4431809","2015/12/10","22:50:00","2015","DICIEMBRE","JUEVES","AV AVENIDA SUBA-CL 130","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2015/12/10 22:50:00+00","4.72214152","-74.07488297"
"A1466","4404999","2015/02/16","4:30:00","2015","FEBRERO","LUNES","AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 87D","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2015/02/16 04:30:00+00","4.63216083","-74.17265621"
"A000338667","4443691","2016/04/30","13:45:00","2016","ABRIL","SABADO","CL 167D-KR 7","CON HERIDOS","ATROPELLO","USAQUEN","BOGOTA DC","2016/04/30 13:44:59+00","4.74485749","-74.0232833"
"A000643301","4494160","2017/09/19","12:45:00","2017","SEPTIEMBRE","MARTES","CL 13-KR 65","SOLO DANOS","VOLCAMIENTO","PUENTE ARANDA","BOGOTA DC","2017/09/19 12:45:00+00","4.63442967","-74.11492194"
"A000477288","4464006","2016/11/11","21:00:00","2016","NOVIEMBRE","VIERNES","CL 130C-KR 123","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2016/11/11 21:00:00+00","4.73631997","-74.1079829"
"A3598","4408526","2015/03/24","7:15:00","2015","MARZO","MARTES","CL 170-KR 21","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2015/03/24 07:15:00+00","4.75088192","-74.04380041"
"A000970997","10483867","2019/05/07","12:30:00","2019","MAYO","MARTES","KR 68-CL 12","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/05/07 12:30:00+00","4.6361","-74.1192"
"A000279635","4433352","2015/12/30","16:00:00","2015","DICIEMBRE","MIERCOLES","CL 100-KR 19","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2015/12/30 15:59:59+00","4.68608391","-74.05204021"
"A000645220","4494524","2017/09/23","13:00:00","2017","SEPTIEMBRE","SABADO","AC 3-KR 2","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2017/09/23 12:59:59+00","4.60271131","-74.09970219"
"A001298878","10542793","2021/06/19","10:15:00","2021","JUNIO","SABADO","CL 26 -KR 50 ","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2021/06/19 10:15:00+00","4.63961067","-74.0949871"
"A000404060","4449007","2016/06/20","3:20:00","2016","JUNIO","LUNES","KR 28-CL 41 S","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2016/06/20 03:20:00+00","4.58489706","-74.1244282"
"A2772","4406185","2015/03/02","16:50:00","2015","MARZO","LUNES","KR 80J-CL 74A S","CON HERIDOS","ATROPELLO","BOSA","BOGOTA DC","2015/03/02 16:50:00+00","4.60892879","-74.20207328"
"A001516773","10583700","2022/11/04","23:01:00","2022","NOVIEMBRE","VIERNES","KR 74 A -CL 72 ","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2022/11/04 23:00:59+00","4.68925936","-74.0974882"
"A000642696","4493828","2017/09/13","14:00:00","2017","SEPTIEMBRE","MIERCOLES","KR 30-CL 8","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/09/13 14:00:00+00","4.67413566","-74.06763252"
"A000688758","4497628","2017/10/26","5:15:00","2017","OCTUBRE","JUEVES","KR 80-CL 57D S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/10/26 05:15:00+00","4.61227376","-74.17705258"
"A000814773","10448315","2018/05/15","7:00:00","2018","MAYO","MARTES","CL 80-KR 120","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/05/15 06:59:59+00","4.72776434","-74.12627952"
"A000472723","4458930","2016/09/27","19:30:00","2016","SEPTIEMBRE","MARTES","CL 84-KR 8 S","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2016/09/27 19:30:00+00","4.50669857","-74.10970279"
"A000473582","4460869","2016/10/14","8:58:00","2016","OCTUBRE","VIERNES","CL 68-KR 30","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2016/10/14 08:58:00+00","4.66396469","-74.07664679"
"A000686358","4495319","2017/09/30","13:22:00","2017","SEPTIEMBRE","SABADO","CL 4-KR 34","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2017/09/30 13:21:59+00","4.60751336","-74.10403696"
"A000041013","4401512","2015/01/02","13:05:00","2015","ENERO","VIERNES","AV AVENIDA DE LAS AMERICAS-CL 35","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/01/02 13:05:00+00","4.62492452","-74.08661627"
"A000197710","4409557","2015/04/08","8:10:00","2015","ABRIL","MIERCOLES","CL 57-KR 88C S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2015/04/08 08:10:00+00","4.62724143","-74.18832706"
"A000869175","10464718","2018/10/24","16:00:00","2018","OCTUBRE","MIERCOLES","KR 5-CL 6","SOLO DANOS","CHOQUE","CANDELARIA","BOGOTA DC","2018/10/24 15:59:59+00","4.59170545","-74.0765684"
"A000765041","4513926","2018/04/07","16:50:00","2018","ABRIL","SABADO","KR 30-CL 75","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/04/07 16:50:00+00","4.66980523","-74.07146394"
"A000693905","4503174","2017/12/17","4:10:00","2017","DICIEMBRE","DOMINGO","KR 10-CL 53 S","CON HERIDOS","ATROPELLO","TUNJUELITO","BOGOTA DC","2017/12/17 04:09:59+00","4.55755233","-74.12408903"
"A000607477","4483025","2017/05/24","17:18:00","2017","MAYO","MIERCOLES","AC 26-KR 69C S","CON HERIDOS","CAIDA DE OCUPANTE","KENNEDY","BOGOTA DC","2017/05/24 17:18:00+00","4.61486096","-74.13601045"
"A000759900","4509967","2018/02/28","9:30:00","2018","FEBRERO","MIERCOLES","CL 94-KR 58","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/02/28 09:30:00+00","4.68284299","-74.06560363"
"A000341600","4437729","2016/02/25","7:00:00","2016","FEBRERO","JUEVES","DG 73-TR 58 S","CON HERIDOS","ATROPELLO","CIUDAD BOLIVAR","BOGOTA DC","2016/02/25 06:59:59+00","4.57628087","-74.16627481"
"A000816449","10449410","2018/05/27","6:55:00","2018","MAYO","DOMINGO","CL 27-KR 12","SOLO DANOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2018/05/27 06:55:00+00","4.5782667","-74.10593247"
"A000757185","4506837","2018/01/29","17:17:00","2018","ENERO","LUNES","KR 89A-CL 8","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/01/29 17:16:59+00","4.70424805","-74.10348003"
"A000647082","4493709","2017/09/17","8:00:00","2017","SEPTIEMBRE","DOMINGO","AV AVENIDA BOYACA-KR 24","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2017/09/17 08:00:00+00","4.57326691","-74.13940016"
"A000966513","10479081","2019/03/18","8:20:00","2019","MARZO","LUNES","AK 7-CL 13","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/03/18 08:19:59+00","4.71357534","-74.0290575"
"A000686890","4495772","2017/10/06","12:55:00","2017","OCTUBRE","VIERNES","CL 66A-KR 96","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/10/06 12:55:00+00","4.69528993","-74.11825986"
"A13785","4422053","2015/08/28","5:45:00","2015","AGOSTO","VIERNES","CL 132D-KR 154","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2015/08/28 05:45:00+00","4.74241852","-74.12455946"
"A000694059","4503571","2017/12/20","4:44:00","2017","DICIEMBRE","MIERCOLES","CL 13-KR 65","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2017/12/20 04:44:00+00","4.63442967","-74.11492194"
"A000406316","4450939","2016/07/10","11:20:00","2016","JULIO","DOMINGO","KR 54-CL 152","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2016/07/10 11:19:59+00","4.7357379","-74.05520605"
"A001053213","10496823","2019/09/13","5:50:00","2019","SEPTIEMBRE","VIERNES","KR 68-CL 8","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2019/09/13 05:50:00+00","4.68473463","-74.07799204"
"A000400376","4445287","2016/05/14","13:30:00","2016","MAYO","SABADO","CL 13-KR 68","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2016/05/14 13:30:00+00","4.63872517","-74.12000568"
"A001058704","10502242","2019/11/08","16:31:00","2019","NOVIEMBRE","VIERNES","DG 40-KR 28A ","CON HERIDOS","VOLCAMIENTO","RAFAEL URIBE URIBE","BOGOTA DC","2019/11/08 16:31:00+00","4.58611966","-74.12312766"
"A000279653","4432720","2015/12/21","10:40:00","2015","DICIEMBRE","LUNES","KR 60-CL 63","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2015/12/21 10:40:00+00","4.66018823","-74.08848204"
"A000278774","4432010","2015/12/13","5:15:00","2015","DICIEMBRE","DOMINGO","KR 100-CL 24","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2015/12/13 05:15:00+00","4.68155185","-74.13403063"
"A001300194","10541137","2021/05/31","16:22:00","2021","MAYO","LUNES","CL 24 -KR 94 ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2021/05/31 16:21:59+00","4.67478101","-74.12740624"
"A001132932","10511276","2020/02/16","21:00:00","2020","FEBRERO","DOMINGO","AV AVENIDA BOYACA-AC ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/02/16 21:00:00+00","4.63928713","-74.13565422"
"A000599150","4475522","2017/03/12","13:00:00","2017","MARZO","DOMINGO","KR 24-CL 51 S","SOLO DANOS","CHOQUE","TUNJUELITO","BOGOTA DC","2017/03/12 12:59:59+00","4.57626423","-74.13204408"
"A000646082","4488486","2017/07/25","8:00:00","2017","JULIO","MARTES","KR 81-CL 72 ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2017/07/25 08:00:00+00","4.61025114","-74.19604061"
"A000873182","10461898","2018/09/26","9:15:00","2018","SEPTIEMBRE","MIERCOLES","KR 18-CL 93B","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2018/09/26 09:14:59+00","4.68060716","-74.05275389"
"A377","4404544","2015/02/10","19:40:00","2015","FEBRERO","MARTES","AV AVENIDA DEL SUR-CL 70 S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2015/02/10 19:40:00+00","4.59838912","-74.19185508"
"A001298459","10539555","2021/05/07","21:30:00","2021","MAYO","VIERNES","KR 80-CL 57 S","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2021/05/07 21:30:00+00","4.61335516","-74.17622486"
"A001136188","10514870","2020/03/19","15:20:00","2020","MARZO","JUEVES","KR 14C-CL 74C S","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2020/03/19 15:20:00+00","4.51483507","-74.11779143"
"A000968855","10481268","2019/04/09","13:40:00","2019","ABRIL","MARTES","AV AVENIDA DE LAS AMERICAS-KR 68","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2019/04/09 13:40:00+00","4.62895241","-74.12262318"
"A000041079","4401511","2015/01/03","20:36:00","2015","ENERO","SABADO","TR 78H-CL 41C S","CON HERIDOS","CAIDA DE OCUPANTE","KENNEDY","BOGOTA DC","2015/01/03 20:35:59+00","4.61606798","-74.15817849"
"A000756978","4506325","2018/01/24","5:10:00","2018","ENERO","MIERCOLES","KR 30-CL 7","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/01/24 05:10:00+00","4.6721","-74.07"
"A000821551","10455285","2018/07/25","21:08:00","2018","JULIO","MIERCOLES","AV AVENIDA CARACAS-CL 65 ","CON HERIDOS","CAIDA DE OCUPANTE","USME","BOGOTA DC","2018/07/25 21:08:00+00","4.53343403","-74.12034439"
"A000813221","4515988","2018/04/25","12:15:00","2018","ABRIL","MIERCOLES","AV AVENIDA CARACAS-CL 91 ","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2018/04/25 12:14:59+00","4.50607665","-74.11437378"
"A000907820","10472140","2019/01/04","6:00:00","2019","ENERO","VIERNES","AV AVENIDA PRIMERA DE MAYO-KR 69","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2019/01/04 06:00:00+00","4.614084","-74.1355798"
"A000600829","4481613","2017/05/14","14:00:00","2017","MAYO","DOMINGO","AV AVENIDA BOYACA-CL 47A S","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2017/05/14 14:00:00+00","4.59363453","-74.14522946"
"A001391510","10562436","2022/02/03","20:00:00","2022","FEBRERO","JUEVES","CL 13 -KR 36 ","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2022/02/03 20:00:00+00","4.619","-74.097"
"A000400132","4445891","2016/05/21","11:20:00","2016","MAYO","SABADO","DG 40-TR 34 S","CON HERIDOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2016/05/21 11:19:59+00","4.58975881","-74.1243919"
"A001027055","10487417","2019/06/10","10:30:00","2019","JUNIO","LUNES","KR 45-CL 12","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/06/10 10:30:00+00","4.7055","-74.0536"
"A000761835","4511085","2018/03/10","8:55:00","2018","MARZO","SABADO","CL 78C-KR 10","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/03/10 08:55:00+00","4.7149465","-74.11893301"
"A000967601","10480943","2019/04/06","12:30:00","2019","ABRIL","SABADO","KR 16-CL 6","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2019/04/06 12:30:00+00","4.65610837","-74.06515304"
"A000865511","10456090","2018/08/01","13:20:00","2018","AGOSTO","MIERCOLES","CL 90-KR 19","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2018/08/01 13:20:00+00","4.67604364","-74.05616867"
"A001233813","10528061","2020/12/01","6:11:00","2020","DICIEMBRE","MARTES","KR 136A-CL 139","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2020/12/01 06:11:00+00","4.74681763","-74.1136368"
"A000339145","4435177","2016/01/27","8:00:00","2016","ENERO","MIERCOLES","CL 66-KR 14","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2016/01/27 08:00:00+00","4.65332267","-74.06437474"
"A000869714","10458571","2018/08/25","13:00:00","2018","AGOSTO","SABADO","CL 72-KR 88J ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2018/08/25 12:59:59+00","4.62463543","-74.20008071"
"A000904976","10469935","2018/12/11","14:25:00","2018","DICIEMBRE","MARTES","KR 96-CL 72","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/12/11 14:25:00+00","4.70198856","-74.1136641"
"A000401805","4447709","2016/06/07","6:30:00","2016","JUNIO","MARTES","KR 80-CL 59 S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2016/06/07 06:30:00+00","4.60861848","-74.18125234"
"A001345749","10553587","2021/10/25","18:45:00","2021","OCTUBRE","LUNES","AV AVENIDA CARACAS-CL 39 ","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2021/10/25 18:45:00+00","4.62683036","-74.06859135"
"A000347890","4443791","2016/04/30","14:30:00","2016","ABRIL","SABADO","AK 30-CL 45","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2016/04/30 14:29:59+00","4.63481927","-74.07931211"
"A001179016","10520418","2020/07/18","10:59:00","2020","JULIO","SABADO","KR 86-CL 72","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/07/18 10:59:00+00","4.69597085","-74.10580646"
"A000556035","4473472","2017/02/20","8:00:00","2017","FEBRERO","LUNES","CL 125-KR 17A","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2017/02/20 08:00:00+00","4.70373584","-74.04590976"
"A000816429","10449582","2018/05/30","18:50:00","2018","MAYO","MIERCOLES","CL 80-KR 22","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2018/05/30 18:49:59+00","4.6676473","-74.06220912"
"A001393445","10564525","2022/02/25","0:26:00","2022","FEBRERO","VIERNES","KR 86 -CL 6 D ","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2022/02/25 00:26:00+00","4.643","-74.153"
"A001234000","10528384","2020/12/03","9:08:00","2020","DICIEMBRE","JUEVES","KR 30-DG 61C","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2020/12/03 09:08:00+00","4.6509","-74.0781"
"A000473346","4459617","2016/10/03","22:00:00","2016","OCTUBRE","LUNES","CL 51-KR 39A","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/10/03 21:59:59+00","4.59405069","-74.12318252"
"A000279592","4432560","2015/12/18","11:10:00","2015","DICIEMBRE","VIERNES","AV AVENIDA BOYACA-CL 80","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/12/18 11:10:00+00","4.69561634","-74.08920403"
"A12717","4420783","2015/08/13","9:15:00","2015","AGOSTO","JUEVES","CL 53-KR 17","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2015/08/13 09:14:59+00","4.64097134","-74.06928108"
"A001449184","10569936","2022/05/02","9:31:00","2022","MAYO","LUNES","CL 40  S- KR 4  E","CON HERIDOS","ATROPELLO","SAN CRISTOBAL","BOGOTA DC","2022/05/02 09:30:59+00","4.549","-74.089"
"A001239857","10535479","2021/03/12","13:45:00","2021","MARZO","VIERNES","CL 6 B-KR 79","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2021/03/12 13:44:59+00","4.63854917","-74.14635108"
"A000762446","4511533","2018/03/13","22:50:00","2018","MARZO","MARTES","CL 62D-KR 73 ","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2018/03/13 22:50:00+00","4.58966192","-74.16907092"
"A001134798","10512383","2020/02/28","10:50:00","2020","FEBRERO","VIERNES","KR 28-CL 63A","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2020/02/28 10:50:00+00","4.65265028","-74.07574614"
"A000198819","4410605","2015/04/17","22:15:00","2015","ABRIL","VIERNES","AK 68-CL 12A","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/04/17 22:15:00+00","4.63616765","-74.11917367"
